"base_year_month","day_of_week","age_range","sex","use_count"
"201807","목요일","40대","여성","59562"
"201807","목요일","50대","남성","69677"
"201807","목요일","50대","여성","44474"
"201807","목요일","60대","남성","29776"
"201807","목요일","60대","여성","18437"
"201807","목요일","70대 이상","남성","9467"
"201807","목요일","70대 이상","여성","5334"
"201807","목요일","알수없음","알수없음","93829"
"201807","수요일","19세 이하","남성","1405"
"201807","수요일","19세 이하","여성","1162"
"201807","수요일","20대","남성","50323"
"201807","수요일","20대","여성","52030"
"201807","수요일","30대","남성","69175"
"201807","수요일","30대","여성","51975"
"201807","수요일","40대","남성","84052"
"201807","수요일","40대","여성","58270"
"201807","수요일","50대","남성","69107"
"201807","수요일","50대","여성","44365"
"201807","수요일","60대","남성","29008"
"201807","수요일","60대","여성","18409"
"201807","수요일","70대 이상","남성","9433"
"201807","수요일","70대 이상","여성","5418"
"201807","수요일","알수없음","알수없음","91492"
"201807","월요일","19세 이하","남성","1491"
"201807","월요일","19세 이하","여성","989"
"201807","월요일","20대","남성","53066"
"201807","월요일","20대","여성","54613"
"201807","월요일","30대","남성","82990"
"201807","월요일","30대","여성","63180"
"201807","월요일","40대","남성","99615"
"201807","월요일","40대","여성","70974"
"201807","월요일","50대","남성","80095"
"201807","월요일","50대","여성","52325"
"201807","월요일","60대","남성","34580"
"201807","월요일","60대","여성","21668"
"201807","월요일","70대 이상","남성","11572"
"201807","월요일","70대 이상","여성","6436"
"201807","월요일","알수없음","알수없음","104073"
"201807","일요일","19세 이하","남성","1419"
"201807","일요일","19세 이하","여성","1007"
"201807","일요일","20대","남성","55275"
"201807","일요일","20대","여성","55029"
"201807","일요일","30대","남성","93541"
"201807","일요일","30대","여성","70610"
"201807","일요일","40대","남성","110921"
"201807","일요일","40대","여성","76184"
"201807","일요일","50대","남성","87859"
"201807","일요일","50대","여성","53960"
"201807","일요일","60대","남성","35208"
"201807","일요일","60대","여성","20517"
"201807","일요일","70대 이상","남성","10282"
"201807","일요일","70대 이상","여성","5678"
"201807","일요일","알수없음","알수없음","75218"
"201807","토요일","19세 이하","남성","1481"
"201807","토요일","19세 이하","여성","1124"
"201807","토요일","20대","남성","57046"
"201807","토요일","20대","여성","56686"
"201807","토요일","30대","남성","96299"
"201807","토요일","30대","여성","74068"
"201807","토요일","40대","남성","116087"
"201807","토요일","40대","여성","81289"
"201807","토요일","50대","남성","92699"
"201807","토요일","50대","여성","56303"
"201807","토요일","60대","남성","36520"
"201807","토요일","60대","여성","21843"
"201807","토요일","70대 이상","남성","10830"
"201807","토요일","70대 이상","여성","6067"
"201807","토요일","알수없음","알수없음","92004"
"201807","화요일","19세 이하","남성","1324"
"201807","화요일","19세 이하","여성","924"
"201807","화요일","20대","남성","48203"
"201807","화요일","20대","여성","49559"
"201807","화요일","30대","남성","66203"
"201807","화요일","30대","여성","49790"
"201807","화요일","40대","남성","79961"
"201807","화요일","40대","여성","56251"
"201807","화요일","50대","남성","65753"
"201807","화요일","50대","여성","42696"
"201807","화요일","60대","남성","28131"
"201807","화요일","60대","여성","17352"
"201807","화요일","70대 이상","남성","9320"
"201807","화요일","70대 이상","여성","4941"
"201807","화요일","알수없음","알수없음","85702"
"201808","공휴일","19세 이하","남성","436"
"201808","공휴일","19세 이하","여성","271"
"201808","공휴일","20대","남성","12211"
"201808","공휴일","20대","여성","11998"
"201808","공휴일","30대","남성","19774"
"201808","공휴일","30대","여성","14856"
"201808","공휴일","40대","남성","25391"
"201808","공휴일","40대","여성","17951"
"201808","공휴일","50대","남성","19396"
"201808","공휴일","50대","여성","11772"
"201808","공휴일","60대","남성","7473"
"201808","공휴일","60대","여성","4586"
"201808","공휴일","70대 이상","남성","2349"
"201808","공휴일","70대 이상","여성","1350"
"201808","공휴일","알수없음","알수없음","19521"
"201808","금요일","19세 이하","남성","1364"
"201808","금요일","19세 이하","여성","949"
"201808","금요일","20대","남성","48780"
"201808","금요일","20대","여성","47031"
"201808","금요일","30대","남성","77669"
"201808","금요일","30대","여성","59356"
"201808","금요일","40대","남성","97775"
"201808","금요일","40대","여성","67692"
"201808","금요일","50대","남성","74017"
"201808","금요일","50대","여성","46856"
"201808","금요일","60대","남성","31527"
"201808","금요일","60대","여성","19081"
"201808","금요일","70대 이상","남성","10024"
"201808","금요일","70대 이상","여성","5388"
"201808","금요일","알수없음","알수없음","92165"
"201808","목요일","19세 이하","남성","1610"
"201808","목요일","19세 이하","여성","1050"
"201808","목요일","20대","남성","52907"
"201808","목요일","20대","여성","52080"
"201808","목요일","30대","남성","82699"
"201808","목요일","30대","여성","62590"
"201808","목요일","40대","남성","104394"
"201808","목요일","40대","여성","71271"
"201808","목요일","50대","남성","79966"
"201808","목요일","50대","여성","50234"
"201808","목요일","60대","남성","33637"
"201808","목요일","60대","여성","20429"
"201808","목요일","70대 이상","남성","10434"
"201808","목요일","70대 이상","여성","5526"
"201808","목요일","알수없음","알수없음","101252"
"201808","수요일","19세 이하","남성","1512"
"201808","수요일","19세 이하","여성","938"
"201808","수요일","20대","남성","48397"
"201808","수요일","20대","여성","48079"
"201808","수요일","30대","남성","72837"
"201808","수요일","30대","여성","54889"
"201808","수요일","40대","남성","91334"
"201808","수요일","40대","여성","62475"
"201808","수요일","50대","남성","69566"
"201808","수요일","50대","여성","43793"
"201808","수요일","60대","남성","29098"
"201808","수요일","60대","여성","17931"
"201808","수요일","70대 이상","남성","9362"
"201808","수요일","70대 이상","여성","5059"
"201808","수요일","알수없음","알수없음","89191"
"201808","월요일","19세 이하","남성","1533"
"201808","월요일","19세 이하","여성","955"
"201808","월요일","20대","남성","51787"
"201808","월요일","20대","여성","50484"
"201808","월요일","30대","남성","79833"
"201808","월요일","30대","여성","60383"
"201808","월요일","40대","남성","96559"
"201808","월요일","40대","여성","68230"
"201808","월요일","50대","남성","73647"
"201808","월요일","50대","여성","47342"
"201808","월요일","60대","남성","31342"
"201808","월요일","60대","여성","19343"
"201808","월요일","70대 이상","남성","10300"
"201808","월요일","70대 이상","여성","5462"
"201808","월요일","알수없음","알수없음","93400"
"201808","일요일","19세 이하","남성","1334"
"201808","일요일","19세 이하","여성","931"
"201808","일요일","20대","남성","49154"
"201808","일요일","20대","여성","47133"
"201808","일요일","30대","남성","81923"
"201808","일요일","30대","여성","61741"
"201808","일요일","40대","남성","99140"
"201808","일요일","40대","여성","67010"
"201808","일요일","50대","남성","75251"
"201808","일요일","50대","여성","45837"
"201808","일요일","60대","남성","30038"
"201808","일요일","60대","여성","17325"
"201808","일요일","70대 이상","남성","8963"
"201808","일요일","70대 이상","여성","4850"
"201808","일요일","알수없음","알수없음","65614"
"201808","토요일","19세 이하","남성","1432"
"201808","토요일","19세 이하","여성","1081"
"201808","토요일","20대","남성","50205"
"201808","토요일","20대","여성","48787"
"201808","토요일","30대","남성","84311"
"201808","토요일","30대","여성","64257"
"201808","토요일","40대","남성","103917"
"201808","토요일","40대","여성","71968"
"201808","토요일","50대","남성","79114"
"201808","토요일","50대","여성","48435"
"201808","토요일","60대","남성","31859"
"201808","토요일","60대","여성","18446"
"201808","토요일","70대 이상","남성","9610"
"201808","토요일","70대 이상","여성","5180"
"201808","토요일","알수없음","알수없음","78658"
"201808","화요일","19세 이하","남성","2039"
"201808","화요일","19세 이하","여성","1163"
"201808","화요일","20대","남성","63256"
"201808","화요일","20대","여성","63251"
"201808","화요일","30대","남성","95856"
"201808","화요일","30대","여성","72438"
"201808","화요일","40대","남성","118821"
"201808","화요일","40대","여성","82653"
"201808","화요일","50대","남성","91174"
"201808","화요일","50대","여성","58230"
"201808","화요일","60대","남성","38025"
